-1.97644,-9.75847,
0.0235555,-9.75847,
-1.97644,-7.75847,
-1.97644,-9.75847,

-3.01828,-2.44611,
-0.0255888,-2.23684,
-3.22755,0.546579,
-3.01828,-2.44611,

-4.21829,15.117,
-0.393075,16.2865,
-5.38778,18.9422,
-4.21829,15.117,

-0.0108728,11.2541,
-5.00927,11.3807,
-5.13584,6.38229,
-0.0108728,11.2541,

1.29033,-2.70833,
-5.41666,-2.58065,
-4.12634,-5.28898,
1.29033,-2.70833,

-3.90548,-0.864431,
-1.51275,6.83459,
-5.41823,5.97016,
-3.90548,-0.864431,

2.80436,-13.6182,
7.70162,-12.6098,
7.09656,-9.67143,
5.13766,-10.0748,
4.73429,-8.1159,
1.79594,-8.72096,
2.80436,-13.6182,

-3.56719,20.0451,
0.155631,21.5082,
-0.210138,22.4389,
-2.07155,21.7074,
-3.16886,24.4995,
-5.03027,23.768,
-3.56719,20.0451,

5.91263,18.4596,
11.9044,18.7734,
11.7475,21.7693,
9.75027,21.6647,
9.59338,24.6606,
5.59885,24.4514,
5.91263,18.4596,

6.55137,14.5006,
11.5344,14.9126,
11.3696,16.9058,
9.37635,16.741,
9.45876,15.7444,
6.46896,15.4972,
6.55137,14.5006,

-3.56599,-6.72794,
0.373237,-6.03335,
0.0259404,-4.06373,
-0.958867,-4.23738,
-0.785219,-5.22219,
-3.73964,-5.74313,
-3.56599,-6.72794,

-6.57053,-13.0479,
-0.574186,-12.8385,
-0.678884,-9.84029,
-2.67767,-9.91009,
-2.78236,-6.91192,
-6.77993,-7.05152,
-6.57053,-13.0479,

5.96066,-9.77309,
11.9362,-9.23129,
11.3944,-3.25581,
5.41887,-3.7976,
5.96066,-9.77309,

0.573914,-8.28285,
5.56173,-7.93407,
5.21295,-2.94624,
0.225132,-3.29503,
0.573914,-8.28285,

6.55229,-2.64745,
10.5425,-2.36842,
10.2635,1.62183,
6.27326,1.34281,
6.55229,-2.64745,

2,0,
4,0,
4,2,
6,2,
6,4,
4,4,
4,6,
2,6,
2,4,
0,4,
0,2,
2,2,
2,0,

-1.94868,17.1846,
-0.949793,17.1375,
-0.902624,18.1364,
0.0962632,18.0892,
0.143433,19.0881,
-0.855454,19.1353,
-0.808285,20.1341,
-1.80717,20.1813,
-1.85434,19.1824,
-2.85323,19.2296,
-2.9004,18.2307,
-1.90151,18.1835,
-1.94868,17.1846,

10.5471,-15.7813,
12.313,-14.8424,
11.3741,-13.0765,
13.14,-12.1375,
12.201,-10.3716,
10.4351,-11.3106,
9.49621,-9.54467,
7.73031,-10.4836,
8.66925,-12.2495,
6.90336,-13.1885,
7.8423,-14.9543,
9.6082,-14.0154,
10.5471,-15.7813,

-2.40979,12.3129,
-1.46291,12.6345,
-1.78452,13.5813,
-0.837648,13.9029,
-1.15926,14.8498,
-2.10613,14.5282,
-2.42774,15.4751,
-3.37461,15.1535,
-3.053,14.2066,
-3.99987,13.885,
-3.67827,12.9381,
-2.73139,13.2597,
-2.40979,12.3129,

4.91042,4.02778,
10.8657,4.75899,
10.5001,7.73663,
4.54481,7.00541,
4.91042,4.02778,

-1.10054,5.04341,
-0.126011,5.26769,
-1.02311,9.16579,
-1.99764,8.94152,
-1.10054,5.04341,

1.8804e-44,3.44958e-50,
-1.91428e-15,5,
-2,5,
-2,-7.65714e-16,
1.8804e-44,3.44958e-50,

2.9215,14.124,
4.8465,14.6666,
6.22891,17.1342,
5.68632,19.0592,
3.21875,20.4416,
1.29375,19.899,
-0.0886598,17.4314,
0.453924,15.5064,
2.9215,14.124,

4.98164,7.29059,
6.67381,9.7678,
6.15045,12.5474,
4.49898,13.6755,
1.71939,13.1521,
0.0272225,10.6749,
-0.0134771,7.06961,
1.63799,5.9415,
4.98164,7.29059,

0.0162704,-2.02244,
2.01627,-3.02244,
4.01627,-3.02244,
6.01627,-2.02244,
6.01627,-1.02244,
4.01627,-0.0224389,
2.01627,-0.0224389,
0.0162704,-1.02244,
0.0162704,-2.02244,

