-175,-72,
-304,-151,
-407,-193,
-510,-208,
-673,-192,
-790,-169,
-990,-124,
-1029,-292,
-760,-353,
-531,-404,
-413,-430,
-288,-510,
-252,-700,
-252,-862,
-274,-1015,
-533,-1157,
-762,-1207,
-1031,-1267,
-993,-1435,
-793,-1391,
-675,-1368,
-512,-1353,
-409,-1368,
-307,-1411,
-180,-1488,
6,-1568,
319,-1499,
270,-1290,
248,-1143,
241,-922,
242,-782,
242,-642,
246,-494,
257,-358,
322,-65,
15,8,
-175,-72,

18.938,995.4,
-84.062,872.4,
-86.062,709.4,
-43.062,590.4,
39.938,450.4,
121.938,520.4,
211.938,630.4,
271.938,770.4,
261.938,924.4,
160.938,1088.4,
18.938,995.4,

-470.955,820.336,
-559.86,686.793,
-543.991,524.555,
-488.213,410.982,
-390.375,280.917,
-316.537,359.479,
-239.13,478.677,
-194.828,624.408,
-221.639,776.385,
-339.998,928.333,
-470.955,820.336,

121.573,461.884,
61.6223,313.076,
110.089,157.435,
187.756,57.5464,
309.955,-49.9542,
366.312,41.9587,
417.916,174.386,
431.718,326.075,
374.62,469.448,
227.886,594.212,
121.573,461.884,

-231.025,487.879,
-309.036,347.692,
-280.323,187.228,
-215.696,78.4474,
-107.831,-43.4302,
-40.4701,40.7514,
27.2196,165.724,
59.7993,314.514,
20.995,463.88,
-109.065,605.941,
-231.025,487.879,

-266.232,81.734,
-370.7,203.49,
-531.171,232.161,
-655.607,209.233,
-807.311,150.285,
-751.687,57.9268,
-657.914,-48.875,
-529.633,-130.996,
-376.075,-146.355,
-197.746,-73.581,
-266.232,81.734,

-848.987,-572.181,
-893.053,-726.441,
-828.582,-876.162,
-740.898,-967.384,
-608.131,-1061.52,
-561.691,-964.221,
-524.213,-827.125,
-526.344,-674.824,
-598.117,-538.205,
-757.09,-429.464,
-848.987,-572.181,

254.593,-391.868,
354.98,-531.762,
604.152,-362.793,
750.375,-266.643,
862.168,-196.428,
950.436,-145.068,
1094.93,-77.4658,
1254.33,-38.335,
1448.09,250.847,
1299.59,218.797,
1136.79,173.882,
1008.23,116.628,
898.788,57.4795,
799.03,-3.72721,
668.993,-91.7515,
425.605,-264.118,
254.593,-391.868,

-704.462,291.72,
-644.36,427.203,
-591.805,569.902,
-555.179,734.193,
-659.972,773.033,
-758.44,819.873,
-851.387,886.348,
-966.901,983.412,
-1137.53,1124.29,
-1262.63,969.194,
-1405.64,869.248,
-1297.13,791.47,
-1217.58,727.337,
-1115.43,637.086,
-923.159,461.6,
-803.697,354.666,
-704.462,291.72,

315.92,551.682,
423.174,416.981,
663.589,598.192,
804.823,701.531,
912.968,777.246,
998.558,832.953,
1139.49,907.693,
1296.74,954.742,
1475.8,1253.25,
1329.09,1213.81,
1168.73,1160.82,
1043.2,1097.21,
936.851,1032.67,
840.277,966.55,
714.802,872.136,
480.333,687.82,
315.92,551.682,

-1049.84,2120.24,
-966.359,1969.64,
-699.271,2108.57,
-542.884,2187.12,
-423.701,2243.89,
-330.072,2284.67,
-178.715,2335.06,
-15.8479,2355.43,
210.143,2620.19,
58.9259,2605.58,
-107.987,2579.85,
-242.317,2537.89,
-357.88,2491.84,
-464.064,2442.61,
-603.433,2370.27,
-865.169,2227.29,
-1049.84,2120.24,

-1823.98,-725.772,
-1794.49,-871.024,
-1754.66,-1017.79,
-1689.35,-1172.92,
-1581.43,-1143.87,
-1474.03,-1125.01,
-1359.76,-1125.35,
-1209.37,-1137.56,
-988.682,-1153.55,
-976.553,-954.655,
-917.884,-790.345,
-1051.39,-789.805,
-1153.38,-783.611,
-1288.93,-769.221,
-1547.31,-737.556,
-1706.63,-719.595,
-1823.98,-725.772,

-780.729,243.805,
-924.386,280.283,
-1073.89,308.109,
-1242,316.603,
-1262.67,206.774,
-1292.3,101.834,
-1342.21,-0.961987,
-1418.48,-131.146,
-1528.68,-323.02,
-1354.76,-420.28,
-1232.21,-544.455,
-1173.77,-424.416,
-1123.92,-335.221,
-1052.12,-219.356,
-911.439,-0.3315,
-826.103,135.402,
-780.729,243.805,

-836.398,2036.42,
-797.956,1868.58,
-502.814,1927.98,
-330.778,1960.06,
-200.524,1981.56,
-99.2592,1994.76,
60.1354,2001.19,
222.265,1975.6,
512.822,2167.29,
363.485,2195.2,
195.984,2216.77,
55.2872,2213.72,
-68.5159,2201.52,
-184.186,2183.68,
-338.154,2152.82,
-629.277,2088.05,
-836.398,2036.42,

225.655,983.813,
394.016,947.721,
464.912,1240.31,
508.537,1409.79,
544.105,1536.93,
574.931,1634.29,
636.464,1781.46,
728.177,1917.59,
677.238,2261.93,
588.838,2138.38,
498.497,1995.69,
441.805,1866.88,
400.539,1749.53,
367.825,1637.15,
330.721,1484.57,
266.392,1193.35,
225.655,983.813,

-1861.86,-2085.61,
-1763.93,-2227.23,
-1511.85,-2062.64,
-1363.97,-1969.05,
-1250.97,-1900.8,
-1161.82,-1850.99,
-1016.17,-1785.92,
-856.103,-1749.58,
-657.326,-1463.82,
-806.365,-1493.27,
-969.926,-1535.34,
-1099.46,-1590.34,
-1209.92,-1647.57,
-1310.73,-1707.03,
-1442.29,-1792.77,
-1688.65,-1960.86,
-1861.86,-2085.61,

-499.286,-1689.17,
-431.781,-1821.12,
-353.92,-1951.74,
-249.253,-2083.57,
-153.137,-2026.54,
-54.7807,-1979.47,
55.3645,-1949.04,
203.485,-1920.31,
420.334,-1876.3,
378.476,-1681.48,
390.749,-1507.45,
262.026,-1542.86,
162.13,-1564.35,
27.7131,-1586.98,
-229.652,-1626.04,
-387.927,-1651.63,
-499.286,-1689.17,

-973.329,1624.23,
-890.246,1501.49,
-797.046,1381.33,
-677.094,1263.24,
-588.644,1331.55,
-496.758,1390.26,
-391.142,1433.89,
-247.627,1480.46,
-37.7574,1550.56,
-103.046,1738.82,
-112.074,1913.06,
-235.521,1862.22,
-332.054,1828.72,
-462.711,1789.87,
-713.398,1719.74,
-867.375,1675.06,
-973.329,1624.23,

-732.418,1216.2,
-649.2,1093.55,
-555.869,973.491,
-435.787,855.536,
-347.412,923.945,
-255.59,982.757,
-150.023,1026.5,
-6.55913,1073.22,
203.234,1143.56,
137.739,1331.75,
128.519,1505.98,
5.12845,1455,
-91.3673,1421.39,
-221.982,1382.41,
-472.591,1312,
-626.52,1267.15,
-732.418,1216.2,

-1296.77,1711.99,
-1320.66,1560.14,
-1340.98,1421.27,
-1423.9,1287.43,
-1878.88,985.442,
-1789.24,852.852,
-1284.87,1155.59,
-1149.8,1124.52,
-972.63,1179.77,
-991.329,1368.47,
-1006.04,1473.04,
-1031.2,1612.48,
-1058.24,1740.03,
-1096.78,1891.1,
-1277.92,1830.92,
-1296.77,1711.99,

1048.25,-1905.08,
1011.99,-2054.46,
980.353,-2191.2,
886.741,-2317.79,
408.548,-2581.47,
487.022,-2720.97,
1014.5,-2460.58,
1146.57,-2502.62,
1327.67,-2462.08,
1324.5,-2272.48,
1318.41,-2167.05,
1304.77,-2026.02,
1288.27,-1896.68,
1262.24,-1742.97,
1076.78,-1788.09,
1048.25,-1905.08,

-676.247,-1988.6,
-731.76,-2131.94,
-781.038,-2263.36,
-890.427,-2376.6,
-1399.04,-2575.37,
-1339.52,-2723.94,
-782.474,-2534.9,
-657.047,-2593.87,
-472.194,-2577.4,
-450.501,-2389.02,
-442.726,-2283.71,
-437.779,-2142.1,
-437.193,-2011.72,
-442.859,-1855.92,
-632.638,-1876.36,
-676.247,-1988.6,

1168.08,-921.952,
1115.11,-1066.26,
1068.18,-1198.53,
960.814,-1313.69,
455.807,-1521.45,
517.957,-1668.94,
1071.56,-1470.05,
1198.01,-1526.79,
1382.54,-1507.04,
1400.89,-1318.31,
1406.8,-1212.87,
1409.23,-1071.2,
1407.5,-940.824,
1399.07,-785.151,
1209.69,-808.954,
1168.08,-921.952,

588.863,-1844.43,
486.863,-1959.43,
394.863,-2065.43,
252.863,-2133.43,
-293.137,-2142.43,
-289.137,-2302.43,
298.863,-2319.43,
395.863,-2418.43,
574.863,-2467.43,
660.863,-2298.43,
704.863,-2202.43,
758.863,-2071.43,
804.863,-1949.43,
853.863,-1801.43,
668.863,-1754.43,
588.863,-1844.43,

1094.75,-292.803,
1005.67,-418.077,
925.564,-533.33,
791.674,-616.163,
249.786,-683.653,
270.918,-842.302,
857.351,-796.159,
964.407,-884.188,
1147.63,-913.713,
1215.01,-736.466,
1248.47,-636.302,
1288.11,-500.267,
1320.76,-374.039,
1353.61,-221.638,
1164.64,-194.745,
1094.75,-292.803,

